会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,sku,好评度,评价关键词,评论类型,该类型评论数
小***啊,,5星,📸这款相机真的太香了！电池续航超给力，拍视频完全不卡顿🎥。拍照清晰度爆表，细节满满🖼️。功能丰富实用，操作也很顺手💡。快递包装严实，送货飞快🚚。整体体验满分，强烈推荐！👍👍,2026-01-18,1,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
世***-,,5星,超级帅气打富士，大赞东哥！！！,2026-01-18,1,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
9***3,,5星,富士相机成相效果好，画质高，反应速度快，操作简单，出门方便携带，这个型号性价比高，而且物流速度也非常快，包装很好，不错。,2026-01-17,1,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_137670unm,,5星,xm5非常漂亮，对焦很快，携带很方便,2026-01-17,1,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
无***艾,,5星,"产品包装：非常棒，还是白色的包装看着入人心
外形外观：外观不用多说，深得人心
成像效果：买富士的都冲这胶片模拟的
便携性能：十分小巧，狗头也不算太狗
其他特色：非常古德古德古德古德古德古德",2026-01-16,1,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
u***4,,5星,富士XM5颜值与实力双在线！355g轻巧机身便携无负担，20种胶片模拟直出氛围感拉满，AI对焦精准迅速。6.2K视频+竖屏Vlog模式适配创作，操作简单易上手，不管是日常记录还是旅行拍摄，都是性价比超高的宝藏相机。,2026-01-13,3,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
德***德,,5星,真的想买富士相机？想了很久了，等待是值得的！！本来想买二代的结果三代真的出来了，最良心的是升级了还不加价！超激动超喜欢！终于等到了首发，还好看到得物上放了几台，幸运的抢到了！外观复古，机身精致小巧，滤镜有20种胶片 非常好看喜欢喜欢！喜欢的东西就要去努力拥有 祝大家都能为自己的喜欢买单～,2026-01-11,2,1,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
SneakerYeho,,5星,很好的相机非常实用就是要抢,2026-01-08,1,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
wys198647,,5星,"富士相机真的太香了！轻便机身天天挂脖子无压力
胶片模拟直出效果绝了，随手一拍就是氛围感大片
6.2K视频规格，新手友好度拉满，颜值与实力并存的相机",2026-01-07,1,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Agonimax,,5星,怎么能够忘记这样的一件事情，满足自己的一个小愿望：买一个相机。富士满足了随手拍就出图的神奇功效，哪怕是PS后期无敌的技法和神乎其技的操作，也不要每次都到电脑里修图麻烦。极其方便，而且半画幅性能刚够用满足电子产品性能刚好者最大的心愿。,2026-01-05,1,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
微笑的润,,5星,其拍照非常的清楚，做工也很好，而且按键非常的多，屏幕也非常的清楚，不会是富士出的好相机。而且京东的服务非常让人放心，我非常的满意，下次还会购买推荐给大家,2026-01-04,1,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***l,,5星,这款相机画质清晰，色彩还原真实，拍照流畅不卡顿，夜景表现优秀，对焦迅速，操作简单，外观设计美观，续航给力，性价比高，强烈推荐！,2026-01-04,1,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
梦***璃,,5星,富士相机真的戳中摄影爱好者的心！复古金属机身搭配实体拨盘，颜值质感双在线，355克轻量化设计随身带毫无负担。20种胶片模拟一键切换，直出就是电影感大片，省去后期调色麻烦。AI对焦精准追踪移动物体，弱光环境也能捕捉细腻细节，不管是日常扫街、旅行记录还是Vlog创作都超给力。操作简单易上手，新手也能轻松出片，妥妥的颜值与实力并存！,2026-01-03,1,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***6,,5星,收到新相机后，天气很好，每天都想出去拍拍拍。相机📷本身颜值很高，重量也很轻，适合带出去玩，不显累赘，非常很适合记录生活。,2026-01-03,2,1,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd186799eab,,5星,"产品包装：包装很好看，点赞。
外形外观：外形很有质感，不愧是富士，和艺术品一样。
成像效果：成像效果很不错，值得购买。
反应速度：白天对焦迅速，很好。
便携性能：小巧玲珑，很适合街拍旅行拍。",2026-01-02,3,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
伍***崽,,5星,也是用上富士了，人生中第一太微单，给了xm5配了xc35镜头，还想配一个15-45的镜头，一入富士深似海，哎，加油赚钱。。,2026-01-01,1,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
一***丘,,5星,铺设了这一款富士相机，机身非常的小巧，银色的机身很好看，自己装了一个手柄之后，拿在手里更加方便了。相机有很多模式可以选择，携带也很方便，是一个不错的相机,2026-01-01,2,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***j,,5星,产品包装：完好无损我，全新国行未拆封  外形外观：非常好看，这个颜值可以打满分，只是音色会掉漆，所以还是得贴膜  成像效果：实拍效果非常好，效果杠杠的，搭配滤镜基本上不需要修图，直接直出是没问题的  反应速度：很好用  便携性能：带得出去拍照才是王道！,2026-01-01,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
小***_,,5星,纠结了很久，拿下了X M5，收到货事物比想象的要经验很多，特别小巧适合女生使用，操作起来还特别简单，没有很复杂的功能，拍完照还可以原图直出，随便拍拍都能出片，太棒了,2025-12-31,7,1,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***V,,5星,富士相机的复古设计一直很有吸引力，首先是外观和质感，其次是核心功能，特别是胶片模拟。富士X-M5，银色复古机身颜值天花板，15-45mm镜头日常够用还轻便。京东次日达包裹行对待艺术品，开箱仪式感拉满，已带着它记录生活中的每一帧美好！,2025-12-30,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***a,,5星,买来送朋友的，很不错，他很喜欢,2025-12-29,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
爱***吖,,5星,选择了好久终于蹲到这款原价相机，喜欢富士的滤镜，对于新手来说太友好了，菜单界面方便，滤镜拨盘方便快捷，原图直出效果好，性价比也合适。,2025-12-27,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
喂喂喂喂君,,5星,好看好看，好用好用，6666666666666,2025-12-27,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
光***手,,5星,"此款富士相机真是妙不可言的佳作, 每一张照片都承载着艺术的灵魂与现实的魅力。(〃'▽'〃)
京东物流很快，支持京东！！！",2025-12-27,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
张***晟,,5星,"想不到你可否开心看到你的奶奶大男大女不想你你疯狂疯狂的看法空空泛泛看
产品包装：好
外形外观：好
成像效果：好
反应速度：好",2025-12-25,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
双***旺,,5星,相当棒的一款相机，也是期待了很久，对比之前那一款，像素提升很多，而且长焦表现的也非常的棒，希望可以用它来拍出更棒的作品丰富自己的生活,2025-12-24,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
喜欢就是心情,,5星,这款相机超出了我的预期，拍摄出来的照片非常清晰美丽。卖家的服务态度也非常好，耐心解答了我所有的问题。发货速度很快，非常满意这次的购物体验！,2025-12-23,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
锋糖葫芦,,5星,相机真的不错拍出来真的好看，富士的相机抢购就对了，必须给好评。完美照片抢购也是很划算的加油还是会继续购买的信赖京东信赖京东的速度,2025-12-23,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
俊贤果栋,,5星,很喜欢，上手很方便，机子也很好用,2025-12-22,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
光荣沟绿巨人,,5星,都说这款相机不错，奔着试一试的态度去买了，到家第一时间就给拆开了，颜值在线，拿着相机去户外拍照，动物特写啥的，果然很清晰逼真，一款不错的相机，也相信京东大平台,2025-12-22,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
啊策ace,,5星,很不错的 发货速度也很快啊,2025-12-22,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
蜗牛先生0726,,5星,富士相机收到了，质量很好，做工精细，设计精致拍照容易操作，画质很不错，再也不用为拍照愁破头，也不用被女朋友打了，好东西啊,2025-12-20,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
